LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M
40.99041,35.75761,2012,05,08,   22.04,    8.90,   14.87
40.99041,35.75761,2012,05,09,   23.24,    9.07,   15.49
40.99041,35.75761,2012,05,10,   23.50,    9.41,   15.67
40.99041,35.75761,2012,05,11,   18.50,   11.07,   14.03
40.99041,35.75761,2012,05,12,   20.90,   10.43,   15.23
40.99041,35.75761,2012,05,13,   18.01,   10.95,   14.36
40.99041,35.75761,2012,05,14,   16.92,   10.59,   13.77
40.99041,35.75761,2012,05,15,   22.15,    9.93,   16.37
40.99041,35.75761,2012,05,16,   23.10,   11.19,   16.08
40.99041,35.75761,2012,05,17,   21.90,   10.12,   15.73
40.99041,35.75761,2012,05,18,   25.44,   10.67,   18.06
40.99041,35.75761,2012,05,19,   26.60,   10.90,   18.36
40.99041,35.75761,2012,05,20,   19.02,   10.03,   14.39
40.99041,35.75761,2012,05,21,   18.95,    9.70,   13.56
40.99041,35.75761,2012,05,22,   22.91,    9.05,   16.29
40.99041,35.75761,2012,05,23,   19.19,   11.08,   14.88
40.99041,35.75761,2012,05,24,   20.40,    9.68,   15.41
40.99041,35.75761,2012,05,25,   16.21,    9.71,   13.15
40.99041,35.75761,2012,05,26,   19.00,    8.45,   14.27
40.99041,35.75761,2012,05,27,   19.97,   10.77,   14.91
40.99041,35.75761,2012,05,28,   21.46,   10.15,   16.49
40.99041,35.75761,2012,05,29,   22.04,    9.88,   16.07
40.99041,35.75761,2012,05,30,   21.13,   10.38,   15.16
40.99041,35.75761,2012,05,31,   18.28,   10.05,   14.08
40.99041,35.75761,2012,06,01,   18.33,    9.83,   13.72
40.99041,35.75761,2012,06,02,   23.66,    8.29,   16.82
40.99041,35.75761,2012,06,03,   26.15,   12.57,   18.80
40.99041,35.75761,2012,06,04,   25.24,   12.04,   18.09
40.99041,35.75761,2012,06,05,   25.34,   12.54,   19.59
40.99041,35.75761,2012,06,06,   27.42,   13.57,   20.23
40.99041,35.75761,2012,06,07,   18.33,   11.24,   14.65
40.99041,35.75761,2012,06,08,   21.24,   10.50,   15.38
40.99041,35.75761,2012,06,09,   23.40,   10.43,   16.44
40.99041,35.75761,2012,06,10,   26.61,   10.75,   18.35
40.99041,35.75761,2012,06,11,   29.74,   12.41,   21.57
40.99041,35.75761,2012,06,12,   30.00,   16.54,   23.06
40.99041,35.75761,2012,06,13,   31.63,   16.54,   23.54
40.99041,35.75761,2012,06,14,   32.68,   17.80,   24.41
40.99041,35.75761,2012,06,15,   30.29,   16.27,   22.85
40.99041,35.75761,2012,06,16,   26.89,   12.77,   19.99
40.99041,35.75761,2012,06,17,   24.84,   11.51,   17.65
40.99041,35.75761,2012,06,18,   26.02,   10.30,   18.09
40.99041,35.75761,2012,06,19,   26.71,   12.09,   19.18
40.99041,35.75761,2012,06,20,   26.91,   12.22,   19.13
40.99041,35.75761,2012,06,21,   27.23,   10.73,   19.18
40.99041,35.75761,2012,06,22,   28.32,   13.44,   20.35
40.99041,35.75761,2012,06,23,   28.77,   13.44,   20.90
40.99041,35.75761,2012,06,24,   27.25,   14.52,   20.55
40.99041,35.75761,2012,06,25,   27.44,   15.98,   21.13
40.99041,35.75761,2012,06,26,   29.27,   14.42,   21.71
40.99041,35.75761,2012,06,27,   26.68,   14.53,   20.07
40.99041,35.75761,2012,06,28,   21.89,   12.23,   16.77
40.99041,35.75761,2012,06,29,   23.08,   10.87,   16.96
40.99041,35.75761,2012,06,30,   23.12,   11.31,   16.94
40.99041,35.75761,2012,07,01,   21.82,   10.77,   16.08
40.99041,35.75761,2012,07,02,   18.09,   10.55,   14.21
40.99041,35.75761,2012,07,03,   20.81,   12.70,   16.38
40.99041,35.75761,2012,07,04,   21.52,   11.18,   16.97
40.99041,35.75761,2012,07,05,   23.13,   13.13,   18.25
40.99041,35.75761,2012,07,06,   26.34,   13.29,   19.70
40.99041,35.75761,2012,07,07,   26.97,   15.10,   21.11
40.99041,35.75761,2012,07,08,   25.03,   16.05,   20.01
40.99041,35.75761,2012,07,09,   23.23,   14.32,   19.01
40.99041,35.75761,2012,07,10,   26.30,   12.81,   19.62
40.99041,35.75761,2012,07,11,   27.79,   14.33,   20.78
40.99041,35.75761,2012,07,12,   28.53,   15.37,   21.48
40.99041,35.75761,2012,07,13,   29.97,   15.40,   22.24
40.99041,35.75761,2012,07,14,   29.55,   15.11,   21.90
40.99041,35.75761,2012,07,15,   29.67,   15.03,   21.88
40.99041,35.75761,2012,07,16,   33.15,   14.51,   23.40
40.99041,35.75761,2012,07,17,   29.11,   16.55,   22.28
40.99041,35.75761,2012,07,18,   28.52,   15.75,   21.37
40.99041,35.75761,2012,07,19,   28.18,   15.38,   21.04
40.99041,35.75761,2012,07,20,   30.73,   14.80,   21.90
40.99041,35.75761,2012,07,21,   30.32,   13.93,   21.20
40.99041,35.75761,2012,07,22,   32.95,   14.33,   23.23
40.99041,35.75761,2012,07,23,   36.80,   17.06,   25.38
40.99041,35.75761,2012,07,24,   34.13,   17.17,   24.69
40.99041,35.75761,2012,07,25,   35.63,   17.08,   25.65
40.99041,35.75761,2012,07,26,   37.48,   18.99,   27.30
40.99041,35.75761,2012,07,27,   36.43,   18.75,   26.70
40.99041,35.75761,2012,07,28,   33.43,   17.56,   24.68
40.99041,35.75761,2012,07,29,   31.78,   17.02,   23.65
40.99041,35.75761,2012,07,30,   31.58,   17.20,   23.80
40.99041,35.75761,2012,07,31,   31.01,   16.79,   23.28
40.99041,35.75761,2012,08,01,   29.40,   16.71,   22.50
40.99041,35.75761,2012,08,02,   31.63,   16.21,   23.65
40.99041,35.75761,2012,08,03,   28.78,   18.02,   22.91
40.99041,35.75761,2012,08,04,   30.50,   16.22,   22.94
40.99041,35.75761,2012,08,05,   28.26,   16.02,   22.12
40.99041,35.75761,2012,08,06,   28.32,   16.50,   22.22
40.99041,35.75761,2012,08,07,   27.22,   16.19,   21.79
40.99041,35.75761,2012,08,08,   26.07,   17.21,   21.14
40.99041,35.75761,2012,08,09,   28.85,   15.46,   22.03
40.99041,35.75761,2012,08,10,   27.46,   16.08,   21.47
40.99041,35.75761,2012,08,11,   28.97,   16.43,   21.99
40.99041,35.75761,2012,08,12,   33.44,   15.47,   24.16
40.99041,35.75761,2012,08,13,   28.66,   16.82,   21.53
40.99041,35.75761,2012,08,14,   28.24,   15.60,   21.08
40.99041,35.75761,2012,08,15,   27.97,   15.54,   20.82
40.99041,35.75761,2012,08,16,   28.74,   14.97,   20.76
40.99041,35.75761,2012,08,17,   26.61,   12.84,   19.16
40.99041,35.75761,2012,08,18,   25.70,   12.42,   18.43
40.99041,35.75761,2012,08,19,   24.32,   13.43,   18.14
40.99041,35.75761,2012,08,20,   23.58,   12.85,   17.55
40.99041,35.75761,2012,08,21,   25.97,   11.64,   18.52
40.99041,35.75761,2012,08,22,   26.32,   13.66,   19.44
40.99041,35.75761,2012,08,23,   27.41,   11.59,   18.27
40.99041,35.75761,2012,08,24,   28.26,    9.75,   18.07
40.99041,35.75761,2012,08,25,   30.16,   11.54,   19.79
40.99041,35.75761,2012,08,26,   32.33,   13.24,   21.64
40.99041,35.75761,2012,08,27,   35.96,   15.49,   24.61
40.99041,35.75761,2012,08,28,   29.01,   15.80,   21.33
40.99041,35.75761,2012,08,29,   25.42,   11.32,   17.86
40.99041,35.75761,2012,08,30,   23.91,    9.57,   15.93
40.99041,35.75761,2012,08,31,   23.71,   10.74,   16.53
40.99041,35.75761,2012,09,01,   23.70,   12.61,   17.06
40.99041,35.75761,2012,09,02,   25.62,   12.70,   17.78
40.99041,35.75761,2012,09,03,   26.88,   11.14,   17.98
40.99041,35.75761,2012,09,04,   29.00,   12.64,   19.44
40.99041,35.75761,2012,09,05,   29.14,   13.46,   19.82
40.99041,35.75761,2012,09,06,   30.68,   12.55,   20.27
40.99041,35.75761,2012,09,07,   27.75,   13.57,   18.92
40.99041,35.75761,2012,09,08,   24.31,   13.50,   17.60
40.99041,35.75761,2012,09,09,   23.19,   12.34,   16.59
40.99041,35.75761,2012,09,10,   21.82,   12.14,   15.98
40.99041,35.75761,2012,09,11,   22.37,    9.58,   14.71
40.99041,35.75761,2012,09,12,   27.11,    9.99,   17.07
40.99041,35.75761,2012,09,13,   31.38,   13.71,   20.93
40.99041,35.75761,2012,09,14,   29.64,   13.88,   20.45
40.99041,35.75761,2012,09,15,   30.65,   12.88,   20.95
40.99041,35.75761,2012,09,16,   31.04,   14.29,   21.54
40.99041,35.75761,2012,09,17,   29.60,   13.06,   19.73
40.99041,35.75761,2012,09,18,   30.37,   12.80,   19.95
40.99041,35.75761,2012,09,19,   30.05,   13.19,   20.26
40.99041,35.75761,2012,09,20,   28.29,   14.88,   20.25
40.99041,35.75761,2012,09,21,   27.80,   14.06,   20.42
40.99041,35.75761,2012,09,22,   22.19,   12.14,   16.16
40.99041,35.75761,2012,09,23,   22.22,    9.32,   15.14
40.99041,35.75761,2012,09,24,   25.88,   11.23,   17.38
40.99041,35.75761,2012,09,25,   29.62,   10.98,   19.19
40.99041,35.75761,2012,09,26,   29.87,   12.18,   19.76
40.99041,35.75761,2012,09,27,   30.17,   15.12,   20.75
40.99041,35.75761,2012,09,28,   29.83,   13.93,   20.07
40.99041,35.75761,2012,09,29,   28.70,   11.94,   18.67
40.99041,35.75761,2012,09,30,   29.20,   11.52,   18.49
40.99041,35.75761,2012,10,01,   28.13,   12.37,   18.65
40.99041,35.75761,2012,10,02,   28.40,   12.10,   18.80
40.99041,35.75761,2012,10,03,   26.58,   14.62,   19.25
40.99041,35.75761,2012,10,04,   21.67,   13.24,   16.77
40.99041,35.75761,2012,10,05,   24.45,   10.92,   16.86
40.99041,35.75761,2012,10,06,   23.47,   11.99,   16.32
40.99041,35.75761,2012,10,07,   25.94,   11.41,   17.63
40.99041,35.75761,2012,10,08,   24.70,   11.97,   17.80
40.99041,35.75761,2012,10,09,   13.68,    7.78,   11.53
40.99041,35.75761,2012,10,10,   22.00,    7.12,   13.97
40.99041,35.75761,2012,10,11,   16.75,   10.98,   13.01
40.99041,35.75761,2012,10,12,   20.47,    9.39,   14.04
40.99041,35.75761,2012,10,13,   21.58,    7.55,   14.49
40.99041,35.75761,2012,10,14,   24.23,    7.68,   15.80
